concentration,date
5.420000000000016,1959-01-01 00:00:00+00:00
6.310000000000002,1959-01-31 10:00:00+00:00
6.5,1959-03-02 20:00:00+00:00
7.560000000000002,1959-04-02 06:00:00+00:00
8.129999999999995,1959-05-02 16:00:00+00:00
8.0,1959-06-02 02:00:00+00:00
6.389999999999986,1959-07-02 12:00:00+00:00
4.649999999999977,1959-08-01 22:00:00+00:00
3.680000000000007,1959-09-01 08:00:00+00:00
3.180000000000007,1959-10-01 18:00:00+00:00
4.660000000000025,1959-11-01 04:00:00+00:00
5.430000000000007,1959-12-01 14:00:00+00:00
6.269999999999982,1960-01-01 00:00:00+00:00
6.810000000000002,1960-01-31 12:00:00+00:00
7.420000000000016,1960-03-02 00:00:00+00:00
8.870000000000005,1960-04-01 12:00:00+00:00
9.870000000000005,1960-05-02 00:00:00+00:00
9.430000000000007,1960-06-01 12:00:00+00:00
8.009999999999991,1960-07-02 00:00:00+00:00
5.740000000000009,1960-08-01 12:00:00+00:00
4.0,1960-09-01 00:00:00+00:00
3.680000000000007,1960-10-01 12:00:00+00:00
4.839999999999975,1960-11-01 00:00:00+00:00
6.029999999999973,1960-12-01 12:00:00+00:00
6.730000000000018,1961-01-01 00:00:00+00:00
7.5400000000000205,1961-01-31 10:00:00+00:00
8.379999999999995,1961-03-02 20:00:00+00:00
9.310000000000002,1961-04-02 06:00:00+00:00
10.420000000000016,1961-05-02 16:00:00+00:00
9.610000000000014,1961-06-02 02:00:00+00:00
8.420000000000016,1961-07-02 12:00:00+00:00
6.6299999999999955,1961-08-01 22:00:00+00:00
4.829999999999984,1961-09-01 08:00:00+00:00
5.160000000000025,1961-10-01 18:00:00+00:00
5.939999999999998,1961-11-01 04:00:00+00:00
6.850000000000023,1961-12-01 14:00:00+00:00
7.779999999999973,1962-01-01 00:00:00+00:00
8.399999999999977,1962-01-31 10:00:00+00:00
9.529999999999973,1962-03-02 20:00:00+00:00
10.420000000000016,1962-04-02 06:00:00+00:00
10.850000000000023,1962-05-02 16:00:00+00:00
10.449999999999989,1962-06-02 02:00:00+00:00
9.449999999999989,1962-07-02 12:00:00+00:00
7.25,1962-08-01 22:00:00+00:00
6.110000000000014,1962-09-01 08:00:00+00:00
5.269999999999982,1962-10-01 18:00:00+00:00
6.529999999999973,1962-11-01 04:00:00+00:00
7.529999999999973,1962-12-01 14:00:00+00:00
8.579999999999984,1963-01-01 00:00:00+00:00
8.920000000000016,1963-01-31 10:00:00+00:00
9.699999999999989,1963-03-02 20:00:00+00:00
11.220000000000027,1963-04-02 06:00:00+00:00
12.079999999999984,1963-05-02 16:00:00+00:00
11.310000000000002,1963-06-02 02:00:00+00:00
9.579999999999984,1963-07-02 12:00:00+00:00
7.610000000000014,1963-08-01 22:00:00+00:00
6.050000000000011,1963-09-01 08:00:00+00:00
5.829999999999984,1963-10-01 18:00:00+00:00
6.910000000000025,1963-11-01 04:00:00+00:00
8.199999999999989,1963-12-01 14:00:00+00:00
9.410000000000025,1964-01-01 00:00:00+00:00
10.069999999999993,1964-01-31 12:00:00+00:00
10.740000000000009,1964-03-02 00:00:00+00:00
11.399999999999977,1964-04-01 12:00:00+00:00
12.060000000000002,1964-05-02 00:00:00+00:00
11.730000000000018,1964-06-01 12:00:00+00:00
10.269999999999982,1964-07-02 00:00:00+00:00
8.54000000000002,1964-08-01 12:00:00+00:00
6.5400000000000205,1964-09-01 00:00:00+00:00
6.7099999999999795,1964-10-01 12:00:00+00:00
7.529999999999973,1964-11-01 00:00:00+00:00
8.550000000000011,1964-12-01 12:00:00+00:00
9.269999999999982,1965-01-01 00:00:00+00:00
10.279999999999973,1965-01-31 10:00:00+00:00
10.730000000000018,1965-03-02 20:00:00+00:00
11.970000000000027,1965-04-02 06:00:00+00:00
12.0,1965-05-02 16:00:00+00:00
11.70999999999998,1965-06-02 02:00:00+00:00
11.050000000000011,1965-07-02 12:00:00+00:00
8.70999999999998,1965-08-01 22:00:00+00:00
7.660000000000025,1965-09-01 08:00:00+00:00
7.139999999999986,1965-10-01 18:00:00+00:00
8.699999999999989,1965-11-01 04:00:00+00:00
9.25,1965-12-01 14:00:00+00:00
10.45999999999998,1966-01-01 00:00:00+00:00
11.430000000000007,1966-01-31 10:00:00+00:00
12.230000000000018,1966-03-02 20:00:00+00:00
13.54000000000002,1966-04-02 06:00:00+00:00
13.910000000000025,1966-05-02 16:00:00+00:00
13.589999999999975,1966-06-02 02:00:00+00:00
12.240000000000009,1966-07-02 12:00:00+00:00
10.199999999999989,1966-08-01 22:00:00+00:00
8.480000000000018,1966-09-01 08:00:00+00:00
7.939999999999998,1966-10-01 18:00:00+00:00
9.629999999999995,1966-11-01 04:00:00+00:00
10.870000000000005,1966-12-01 14:00:00+00:00
12.170000000000016,1967-01-01 00:00:00+00:00
12.339999999999975,1967-01-31 10:00:00+00:00
12.879999999999995,1967-03-02 20:00:00+00:00
14.25,1967-04-02 06:00:00+00:00
14.829999999999984,1967-05-02 16:00:00+00:00
13.930000000000007,1967-06-02 02:00:00+00:00
12.379999999999995,1967-07-02 12:00:00+00:00
10.759999999999991,1967-08-01 22:00:00+00:00
9.100000000000023,1967-09-01 08:00:00+00:00
9.240000000000009,1967-10-01 18:00:00+00:00
10.560000000000002,1967-11-01 04:00:00+00:00
11.800000000000011,1967-12-01 14:00:00+00:00
12.399999999999977,1968-01-01 00:00:00+00:00
12.990000000000009,1968-01-31 12:00:00+00:00
13.730000000000018,1968-03-02 00:00:00+00:00
14.860000000000014,1968-04-01 12:00:00+00:00
15.399999999999977,1968-05-02 00:00:00+00:00
15.199999999999989,1968-06-01 12:00:00+00:00
13.980000000000018,1968-07-02 00:00:00+00:00
11.949999999999989,1968-08-01 12:00:00+00:00
10.180000000000007,1968-09-01 00:00:00+00:00
10.089999999999975,1968-10-01 12:00:00+00:00
11.160000000000025,1968-11-01 00:00:00+00:00
12.740000000000009,1968-12-01 12:00:00+00:00
13.829999999999984,1969-01-01 00:00:00+00:00
14.259999999999991,1969-01-31 10:00:00+00:00
15.470000000000027,1969-03-02 20:00:00+00:00
16.5,1969-04-02 06:00:00+00:00
17.20999999999998,1969-05-02 16:00:00+00:00
16.54000000000002,1969-06-02 02:00:00+00:00
15.720000000000027,1969-07-02 12:00:00+00:00
13.5,1969-08-01 22:00:00+00:00
12.220000000000027,1969-09-01 08:00:00+00:00
11.620000000000005,1969-10-01 18:00:00+00:00
12.689999999999998,1969-11-01 04:00:00+00:00
13.949999999999989,1969-12-01 14:00:00+00:00
14.889999999999986,1970-01-01 00:00:00+00:00
15.819999999999993,1970-01-31 10:00:00+00:00
16.769999999999982,1970-03-02 20:00:00+00:00
17.970000000000027,1970-04-02 06:00:00+00:00
17.910000000000025,1970-05-02 16:00:00+00:00
17.5,1970-06-02 02:00:00+00:00
16.180000000000007,1970-07-02 12:00:00+00:00
14.529999999999973,1970-08-01 22:00:00+00:00
12.930000000000007,1970-09-01 08:00:00+00:00
12.899999999999977,1970-10-01 18:00:00+00:00
13.850000000000023,1970-11-01 04:00:00+00:00
14.95999999999998,1970-12-01 14:00:00+00:00
16.00999999999999,1971-01-01 00:00:00+00:00
16.50999999999999,1971-01-31 10:00:00+00:00
17.00999999999999,1971-03-02 20:00:00+00:00
17.620000000000005,1971-04-02 06:00:00+00:00
18.75999999999999,1971-05-02 16:00:00+00:00
18.399999999999977,1971-06-02 02:00:00+00:00
17.19999999999999,1971-07-02 12:00:00+00:00
15.269999999999982,1971-08-01 22:00:00+00:00
13.199999999999989,1971-09-01 08:00:00+00:00
13.399999999999977,1971-10-01 18:00:00+00:00
14.629999999999995,1971-11-01 04:00:00+00:00
15.850000000000023,1971-12-01 14:00:00+00:00
16.600000000000023,1972-01-01 00:00:00+00:00
17.470000000000027,1972-01-31 12:00:00+00:00
17.579999999999984,1972-03-02 00:00:00+00:00
19.560000000000002,1972-04-01 12:00:00+00:00
19.899999999999977,1972-05-02 00:00:00+00:00
18.920000000000016,1972-06-01 12:00:00+00:00
17.879999999999995,1972-07-02 00:00:00+00:00
16.160000000000025,1972-08-01 12:00:00+00:00
14.680000000000007,1972-09-01 00:00:00+00:00
15.04000000000002,1972-10-01 12:00:00+00:00
16.339999999999975,1972-11-01 00:00:00+00:00
17.389999999999986,1972-12-01 12:00:00+00:00
18.370000000000005,1973-01-01 00:00:00+00:00
19.399999999999977,1973-01-31 10:00:00+00:00
20.139999999999986,1973-03-02 20:00:00+00:00
21.329999999999984,1973-04-02 06:00:00+00:00
22.310000000000002,1973-05-02 16:00:00+00:00
21.899999999999977,1973-06-02 02:00:00+00:00
